# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1765649025054000000,1765649084989000000,0
jps.project.serializers.save.ms,1765649025054000000,1765649084989000000,0
jps.artifact.entities.serializer.save.entities.ms,1765649025054000000,1765649084989000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1765649025054000000,1765649084989000000,0
workspaceModel.global.updates.ms,1765649025054000000,1765649084989000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1765649025054000000,1765649084989000000,0
workspaceModel.load.cache.metadata.from.file.ms,1765649025054000000,1765649084989000000,0
jps.storage.jps.conf.reader.load.component.ms,1765649025054000000,1765649084989000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1765649025054000000,1765649084989000000,0
jps.project.serializers.load.ms,1765649025054000000,1765649084989000000,0
jps.facet.change.listener.process.change.events.ms,1765649025054000000,1765649084989000000,0
jps.save.global.entities.ms,1765649025054000000,1765649084989000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1765649025054000000,1765649084989000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1765649025054000000,1765649084989000000,0
jps.facet.change.listener.before.change.events.ms,1765649025054000000,1765649084989000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1765649025054000000,1765649084989000000,0
jps.artifact.entities.serializer.load.entities.ms,1765649025054000000,1765649084989000000,0
jps.modifiable.module.model.bridge.disposing.ms,1765649025054000000,1765649084989000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1765649025054000000,1765649084989000000,0
jps.reload.project.entities.ms,1765649025054000000,1765649084989000000,0
DiskQueryRelay.tasksExecuted,1765649025054000000,1765649084989000000,31582
writeAction.max.wait.ms,1765649025054000000,1765649084989000000,22
DiskQueryRelay.tasksRequested,1765649025054000000,1765649084989000000,31583
DiskQueryRelay.taskWaitingTotalTimeUs,1765649025054000000,1765649084989000000,7437996
writeAction.median.wait.ms,1765649025054000000,1765649084989000000,0
writeAction.wait.ms,1765649025054000000,1765649084989000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1765649025054000000,1765649084989000000,1619946
writeAction.count,1765649025054000000,1765649084989000000,3
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.commit.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1765649025054000000,1765649084989000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1765649025054000000,1765649084989000000,0
cacheStateStorage.get.duration,1765649025054000000,1765649084989000000,0
cacheStateStorage.set.counter,1765649025054000000,1765649084989000000,0
cacheStateStorage.set.duration,1765649025054000000,1765649084989000000,0
cacheStateStorage.get.counter,1765649025054000000,1765649084989000000,0
JVM.totalTimeAtSafepointsMs,1765649025054000000,1765649084989000000,107
JVM.threadCount,1765649025054000000,1765649084989000000,76
JVM.maxThreadCount,1765649025054000000,1765649084989000000,89
JVM.GC.collectionTimesMs,1765649025054000000,1765649084989000000,93
JVM.GC.collections,1765649025054000000,1765649084989000000,5
JVM.newThreadsCount,1765649025054000000,1765649084989000000,2
JVM.totalSafepointCount,1765649025054000000,1765649084989000000,40
JVM.totalBytesAllocated,1765649025054000000,1765649084989000000,3240902232
JVM.totalTimeToSafepointsMs,1765649025054000000,1765649084989000000,6
JVM.usedNativeBytes,1765649025054000000,1765649084989000000,245659152
JVM.totalDirectByteBuffersBytes,1765649025054000000,1765649084989000000,290316464
JVM.maxHeapBytes,1765649025054000000,1765649084989000000,5586812928
JVM.totalCpuTimeMs,1765649025054000000,1765649084989000000,102040
OS.loadAverage,1765649025054000000,1765649084989000000,4.09
JVM.usedHeapBytes,1765649025054000000,1765649084989000000,916191192
FilePageCache.totalPageLoadsUs,1765649025054000000,1765649084989000000,31603
FilePageCacheLockFree.totalPageAllocationsWaited,1765649025054000000,1765649084989000000,0
StorageLockContext.competingThreads.90P,1765649025054000000,1765649084989000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalBytesRequested,1765649025054000000,1765649084989000000,0
FilePageCache.disposedBuffers,1765649025054000000,1765649084989000000,0
DirectByteBufferAllocator.hits,1765649025054000000,1765649084989000000,0
StorageLockContext.competingThreads.max,1765649025054000000,1765649084989000000,0
FilePageCache.uncachedFileAccess,1765649025054000000,1765649084989000000,150
StreamlinedBlobStorage.recordsRelocated,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.nativeBytesInUse,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.heapBytesInUse,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalBytesRead,1765649025054000000,1765649084989000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1765649025054000000,1765649084989000000,265852
MappedFileStorage.totalTimeSpentOnMappingUs,1765649025054000000,1765649084989000000,1834056
DirectByteBufferAllocator.disposed,1765649025054000000,1765649084989000000,0
DirectByteBufferAllocator.reclaimed,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalPagesReclaimed,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalPagesReadMs,1765649025054000000,1765649084989000000,0
DirectByteBufferAllocator.misses,1765649025054000000,1765649084989000000,15
FilePageCache.pageLoadsAboveSizeThreshold,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalPagesHandedOver,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1765649025054000000,1765649084989000000,0
MappedFileStorage.storages,1765649025054000000,1765649084989000000,14
MappedFileStorage.totalPagesMapped,1765649025054000000,1765649084989000000,14
FilePageCacheLockFree.totalPagesWriteMs,1765649025054000000,1765649084989000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalPagesRequested,1765649025054000000,1765649084989000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765649025054000000,1765649084989000000,286261248
FilePageCache.maxRegisteredFiles,1765649025054000000,1765649084989000000,407
FilePageCacheLockFree.housekeeperTurnsSkipped,1765649025054000000,1765649084989000000,0
FilePageCache.capacityInBytes,1765649025054000000,1765649084989000000,503316478
FilePageCache.pageFastCacheHits,1765649025054000000,1765649084989000000,2573391
FilePageCacheLockFree.totalPagesAllocated,1765649025054000000,1765649084989000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1765649025054000000,1765649084989000000,1550710
FilePageCacheLockFree.totalClosedStoragesReclaimed,1765649025054000000,1765649084989000000,0
FilePageCache.pageLoads,1765649025054000000,1765649084989000000,15
FilePageCache.pageHits,1765649025054000000,1765649084989000000,71891
MappedFileStorage.totalBytesMapped,1765649025054000000,1765649084989000000,194248704
FilePageCacheLockFree.totalPagesWritten,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1765649025054000000,1765649084989000000,0
FilePageCache.totalPageDisposalsUs,1765649025054000000,1765649084989000000,289
StorageLockContext.competingThreads.avg,1765649025054000000,1765649084989000000,0.0
FilePageCacheLockFree.totalNativeBytesReclaimed,1765649025054000000,1765649084989000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1765649025054000000,1765649084989000000,0
StreamlinedBlobStorage.recordsDeleted,1765649025054000000,1765649084989000000,0
FilePageCache.maxCacheSizeInBytes,1765649025054000000,1765649084989000000,286261248
StreamlinedBlobStorage.recordsAllocated,1765649025054000000,1765649084989000000,22153
FilePageCacheLockFree.totalBytesWritten,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsStoredCompressed,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsStoredSize,1765649025054000000,1765649084989000000,0
VFS.fileByIdCache.misses,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsRead,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsUncompressedSize,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsReadDecompressed,1765649025054000000,1765649084989000000,0
VFS.contentStorage.recordsDeduplicated,1765649025054000000,1765649084989000000,0
FileNameCache.totalMisses,1765649025054000000,1765649084989000000,7936
FileNameCache.queries,1765649025054000000,1765649084989000000,759232
VFS.contentStorage.recordsStored,1765649025054000000,1765649084989000000,0
VFS.invertedFileNameIndex.requests,1765649025054000000,1765649084989000000,1
VFS.contentStorage.recordsDecompressionTimeUs,1765649025054000000,1765649084989000000,0
VFS.fileChildByName,1765649025054000000,1765649084989000000,9397
VFS.fileByIdCache.hits,1765649025054000000,1765649084989000000,2
VFS.contentStorage.recordsReadSize,1765649025054000000,1765649084989000000,0
workspaceModel.updates.precise.ms,1765649084989000000,1765649144967000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValue.clear.count,1765649084989000000,1765649144967000000,0
workspaceModel.updates.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValue.from.cache.count,1765649084989000000,1765649144967000000,0
workspaceModel.to.snapshot.ms,1765649084989000000,1765649144967000000,0
workspaceModel.collect.changes.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1765649084989000000,1765649144967000000,0
workspaceModel.pre.handlers.ms,1765649084989000000,1765649144967000000,0
workspaceModel.updates.count,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.init.ms,1765649084989000000,1765649144967000000,0
workspaceModel.update.unloaded.entities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.instances.count,1765649084989000000,1765649144967000000,0
workspaceModel.on.before.changed.ms,1765649084989000000,1765649144967000000,0
workspaceModel.initializing.ms,1765649084989000000,1765649144967000000,0
workspaceModel.loading.total.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValue.calculated.count,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1765649084989000000,1765649144967000000,0
workspaceModel.full.replace.project.model.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValueWithParameters.clear.count,1765649084989000000,1765649144967000000,0
workspaceModel.init.bridges.ms,1765649084989000000,1765649144967000000,0
workspaceModel.replace.project.model.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValue.total.get.count,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1765649084989000000,1765649144967000000,0
workspaceModel.check.recursive.update.ms,1765649084989000000,1765649144967000000,0
workspaceModel.loading.from.cache.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1765649084989000000,1765649144967000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1765649084989000000,1765649144967000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1765649084989000000,1765649144967000000,0
workspaceModel.on.changed.ms,1765649084989000000,1765649144967000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1765649084989000000,1765649144967000000,0
Indexes.entries.lookups,1765649084989000000,1765649144967000000,0
Indexing.cache.totalCacheAccesses,1765649084989000000,1765649144967000000,0
IndexesFlusher.totalFlushingTimeUs,1765649084989000000,1765649144967000000,55814
IndexesFlusher.totalFlushesRetried,1765649084989000000,1765649144967000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1765649084989000000,1765649144967000000,0
Indexes.stubs.lookupDurationMaxMs,1765649084989000000,1765649144967000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1765649084989000000,1765649144967000000,0.0
Indexing.writesQueuedMin,1765649084989000000,1765649144967000000,9223372036854775807
Indexing.cache.totalCacheMisses,1765649084989000000,1765649144967000000,0
IndexesFlusher.totalContentionQuotaSpent,1765649084989000000,1765649144967000000,0
Indexing.cache.totalCacheEvicted,1765649084989000000,1765649144967000000,0
Indexes.allKeys.lookupDurationAvgMs,1765649084989000000,1765649144967000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1765649084989000000,1765649144967000000,0
Indexes.stubs.lookupDuration90PMs,1765649084989000000,1765649144967000000,0.0
Indexes.entries.lookupDurationMaxMs,1765649084989000000,1765649144967000000,0.0
Indexes.stubs.lookups,1765649084989000000,1765649144967000000,0
Indexes.allKeys.lookups,1765649084989000000,1765649144967000000,0
Indexes.entries.lookupDurationAvgMs,1765649084989000000,1765649144967000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1765649084989000000,1765649144967000000,0
Indexes.allKeys.lookupDuration90PMs,1765649084989000000,1765649144967000000,0.0
Indexes.entries.lookupDuration90PMs,1765649084989000000,1765649144967000000,0.0
Indexes.stubs.lookupDurationAvgMs,1765649084989000000,1765649144967000000,0.0
IndexesFlusher.totalFlushes,1765649084989000000,1765649144967000000,208
Indexing.writesQueuedMax,1765649084989000000,1765649144967000000,0
Indexing.totalTimeIndexersSleptMs,1765649084989000000,1765649144967000000,0
AWTEventQueue.dispatchTimeMaxNs,1765649084989000000,1765649144967000000,0
FlushQueue.waitingTimeAvgNs,1765649084989000000,1765649144967000000,0.0
FlushQueue.executionTimeAvgNs,1765649084989000000,1765649144967000000,0.0
FlushQueue.waitingTimeMaxNs,1765649084989000000,1765649144967000000,0
AWTEventQueue.eventsDispatched,1765649084989000000,1765649144967000000,0
FlushQueue.queueSizeAvg,1765649084989000000,1765649144967000000,0.0
FlushQueue.waitingTime90PNs,1765649084989000000,1765649144967000000,0
FlushQueue.executionTimeMaxNs,1765649084989000000,1765649144967000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1765649084989000000,1765649144967000000,0
AWTEventQueue.dispatchTime90PNs,1765649084989000000,1765649144967000000,0
NonBlockingReadAction.finalizedExecutionsCount,1765649084989000000,1765649144967000000,0
NonBlockingReadAction.failedExecutionsCount,1765649084989000000,1765649144967000000,0
AWTEventQueue.dispatchTimeTotalNS,1765649084989000000,1765649144967000000,48414882
FlushQueue.executionTime90PNs,1765649084989000000,1765649144967000000,0
FlushQueue.tasksExecuted,1765649084989000000,1765649144967000000,0
WriteAction.executionsCount,1765649084989000000,1765649144967000000,0
ReadAction.executionsCount,1765649084989000000,1765649144967000000,0
FlushQueue.queueSizeMax,1765649084989000000,1765649144967000000,0
FlushQueue.queueSize90P,1765649084989000000,1765649144967000000,0
NonBlockingReadAction.failedExecutionTimeUs,1765649084989000000,1765649144967000000,0
AWTEventQueue.dispatchTimeAvgNs,1765649084989000000,1765649144967000000,0.0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1765649084989000000,1765649144967000000,0
jps.apply.loaded.storage.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.instances.count,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1765649084989000000,1765649144967000000,0
workspaceModel.global.updates.count,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleBridge.update.option.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.entities.ms,1765649084989000000,1765649144967000000,0
jps.modifiable.module.model.bridge.renaming.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1765649084989000000,1765649144967000000,0
jps.load.initial.state.ms,1765649084989000000,1765649144967000000,0
workspaceModel.global.apply.state.to.project.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1765649084989000000,1765649144967000000,0
jps.modifiable.module.model.bridge.new.module.ms,1765649084989000000,1765649144967000000,0
jps.modifiable.module.model.bridge.load.module.ms,1765649084989000000,1765649144967000000,0
jps.global.handle.before.change.events.ms,1765649084989000000,1765649144967000000,0
jps.global.initialize.library.bridges.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1765649084989000000,1765649144967000000,0
workspaceModel.orphan.listener.update.ms,1765649084989000000,1765649144967000000,0
workspaceModel.save.cache.to.file.ms,1765649084989000000,1765649144967000000,0
workspaceModel.do.save.caches.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleBridge.before.changed.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1765649084989000000,1765649144967000000,0
workspaceModel.load.cache.from.file.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1765649084989000000,1765649144967000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1765649084989000000,1765649144967000000,0
jps.global.handle.changed.events.ms,1765649084989000000,1765649144967000000,0
jps.app.storage.content.reader.load.component.ms,1765649084989000000,1765649144967000000,0
jps.global.get.library.by.name.ms,1765649084989000000,1765649144967000000,0
workspaceModel.sync.entities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1765649084989000000,1765649144967000000,0
jps.save.changed.project.entities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1765649084989000000,1765649144967000000,0
jps.load.project.to.empty.storage.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1765649084989000000,1765649144967000000,0
jps.global.initialize.library.bridges.after.loading.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1765649084989000000,1765649144967000000,0
jps.facet.change.listener.init.bridge.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1765649084989000000,1765649144967000000,0
jps.global.get.library.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1765649084989000000,1765649144967000000,0
jps.library.entities.serializer.save.entities.ms,1765649084989000000,1765649144967000000,0
jps.library.entities.serializer.load.entities.ms,1765649084989000000,1765649144967000000,0
jps.global.get.libraries.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1765649084989000000,1765649144967000000,0
jps.project.serializers.save.ms,1765649084989000000,1765649144967000000,0
jps.artifact.entities.serializer.save.entities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1765649084989000000,1765649144967000000,0
workspaceModel.global.updates.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1765649084989000000,1765649144967000000,0
workspaceModel.load.cache.metadata.from.file.ms,1765649084989000000,1765649144967000000,0
jps.storage.jps.conf.reader.load.component.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1765649084989000000,1765649144967000000,0
jps.project.serializers.load.ms,1765649084989000000,1765649144967000000,0
jps.facet.change.listener.process.change.events.ms,1765649084989000000,1765649144967000000,0
jps.save.global.entities.ms,1765649084989000000,1765649144967000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1765649084989000000,1765649144967000000,0
jps.facet.change.listener.before.change.events.ms,1765649084989000000,1765649144967000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1765649084989000000,1765649144967000000,0
jps.artifact.entities.serializer.load.entities.ms,1765649084989000000,1765649144967000000,0
jps.modifiable.module.model.bridge.disposing.ms,1765649084989000000,1765649144967000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1765649084989000000,1765649144967000000,0
jps.reload.project.entities.ms,1765649084989000000,1765649144967000000,0
DiskQueryRelay.tasksExecuted,1765649084989000000,1765649144967000000,0
writeAction.max.wait.ms,1765649084989000000,1765649144967000000,22
DiskQueryRelay.tasksRequested,1765649084989000000,1765649144967000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1765649084989000000,1765649144967000000,0
writeAction.median.wait.ms,1765649084989000000,1765649144967000000,0
writeAction.wait.ms,1765649084989000000,1765649144967000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1765649084989000000,1765649144967000000,0
writeAction.count,1765649084989000000,1765649144967000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.commit.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1765649084989000000,1765649144967000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1765649084989000000,1765649144967000000,0
cacheStateStorage.get.duration,1765649084989000000,1765649144967000000,0
cacheStateStorage.set.counter,1765649084989000000,1765649144967000000,0
cacheStateStorage.set.duration,1765649084989000000,1765649144967000000,0
cacheStateStorage.get.counter,1765649084989000000,1765649144967000000,0
JVM.totalTimeAtSafepointsMs,1765649084989000000,1765649144967000000,1
JVM.threadCount,1765649084989000000,1765649144967000000,55
JVM.maxThreadCount,1765649084989000000,1765649144967000000,89
JVM.GC.collectionTimesMs,1765649084989000000,1765649144967000000,0
JVM.GC.collections,1765649084989000000,1765649144967000000,0
JVM.newThreadsCount,1765649084989000000,1765649144967000000,3
JVM.totalSafepointCount,1765649084989000000,1765649144967000000,38
JVM.totalBytesAllocated,1765649084989000000,1765649144967000000,18062000
JVM.totalTimeToSafepointsMs,1765649084989000000,1765649144967000000,1
JVM.usedNativeBytes,1765649084989000000,1765649144967000000,248454024
JVM.totalDirectByteBuffersBytes,1765649084989000000,1765649144967000000,289062371
JVM.maxHeapBytes,1765649084989000000,1765649144967000000,5586812928
JVM.totalCpuTimeMs,1765649084989000000,1765649144967000000,4070
OS.loadAverage,1765649084989000000,1765649144967000000,1.64
JVM.usedHeapBytes,1765649084989000000,1765649144967000000,937162712
FilePageCache.totalPageLoadsUs,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1765649084989000000,1765649144967000000,0
StorageLockContext.competingThreads.90P,1765649084989000000,1765649144967000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalBytesRequested,1765649084989000000,1765649144967000000,0
FilePageCache.disposedBuffers,1765649084989000000,1765649144967000000,0
DirectByteBufferAllocator.hits,1765649084989000000,1765649144967000000,0
StorageLockContext.competingThreads.max,1765649084989000000,1765649144967000000,0
FilePageCache.uncachedFileAccess,1765649084989000000,1765649144967000000,0
StreamlinedBlobStorage.recordsRelocated,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.nativeBytesInUse,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.heapBytesInUse,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalBytesRead,1765649084989000000,1765649144967000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1765649084989000000,1765649144967000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1765649084989000000,1765649144967000000,1834056
DirectByteBufferAllocator.disposed,1765649084989000000,1765649144967000000,0
DirectByteBufferAllocator.reclaimed,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesReclaimed,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesReadMs,1765649084989000000,1765649144967000000,0
DirectByteBufferAllocator.misses,1765649084989000000,1765649144967000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesHandedOver,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1765649084989000000,1765649144967000000,0
MappedFileStorage.storages,1765649084989000000,1765649144967000000,14
MappedFileStorage.totalPagesMapped,1765649084989000000,1765649144967000000,14
FilePageCacheLockFree.totalPagesWriteMs,1765649084989000000,1765649144967000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesRequested,1765649084989000000,1765649144967000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765649084989000000,1765649144967000000,286261248
FilePageCache.maxRegisteredFiles,1765649084989000000,1765649144967000000,407
FilePageCacheLockFree.housekeeperTurnsSkipped,1765649084989000000,1765649144967000000,0
FilePageCache.capacityInBytes,1765649084989000000,1765649144967000000,503316478
FilePageCache.pageFastCacheHits,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalPagesAllocated,1765649084989000000,1765649144967000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1765649084989000000,1765649144967000000,0
FilePageCache.pageLoads,1765649084989000000,1765649144967000000,0
FilePageCache.pageHits,1765649084989000000,1765649144967000000,0
MappedFileStorage.totalBytesMapped,1765649084989000000,1765649144967000000,194248704
FilePageCacheLockFree.totalPagesWritten,1765649084989000000,1765649144967000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1765649084989000000,1765649144967000000,0
FilePageCache.totalPageDisposalsUs,1765649084989000000,1765649144967000000,0
